ID,group,verify,service_type,disability,woman,indigenous,visible,revenue,ft,pt
1321,treatment,3M7,takeout,no,no,no,no,44562.16271908739,5,3
1325,treatment,2L4,both,no,no,no,no,59402.31219368986,7,4
1337,treatment,2A0,takeout,no,no,no,no,54870.83026116935,6,3
1338,treatment,1A0,both,no,yes,no,yes,57447.02994386488,7,4
1339,treatment,1N0,takeout,no,no,no,no,30540.491180872494,4,2
1341,treatment,2L9,both,no,no,no,no,47853.26803600561,6,3
1346,treatment,ON,both,no,no,no,no,125390.27053545136,14,8
1349,treatment,4E1,both,no,no,no,no,38894.70909343479,4,2
1350,treatment,ON,both,no,no,no,no,28762.623121175995,3,2
1355,treatment,1B8,both,no,yes,no,no,61239.21628388176,7,4
1356,treatment,2Z5,both,no,no,no,no,71451.62287784925,8,4
1370,treatment,eek,both,no,no,no,no,72234.84427392039,8,4
1374,treatment,2J0,takeout,no,no,no,no,122920.6313474853,14,8
1376,treatment,ON,both,no,yes,no,no,138785.79484344705,16,9
1383,treatment,3W4,takeout,no,yes,no,no,96223.83752798122,11,6
1390,treatment,1N1,dinein,no,no,no,no,112217.73868415698,13,7
1399,treatment,3C4,both,no,no,no,yes,65704.26350546704,8,4
1400,treatment,ON,both,no,no,no,no,33611.5907345942,4,2
1401,treatment,ON,both,no,no,no,no,95126.228323338,11,6
1403,treatment,0A1,both,no,no,no,no,40618.7927716176,5,2
1405,treatment,2Y2,both,no,no,no,no,56484.47533443037,7,3
1406,treatment,3B3,takeout,no,no,no,no,29659.06965471207,3,2
1407,treatment,3T1,both,no,yes,no,no,61205.59642278947,7,4
1409,treatment,2Z1,both,no,no,no,no,76003.73295535868,9,5
1410,treatment,1X7,both,no,yes,no,no,63709.75384684116,7,4
1413,treatment,1R8,takeout,no,no,no,no,43583.80158216689,5,3
1427,treatment,TON,both,no,no,no,no,75923.53108971046,9,5
1430,treatment,4B9,both,no,no,no,no,100044.96031689357,12,6
1433,treatment,1X0,both,no,no,no,no,30768.275940765325,4,2
1435,treatment,8A2,takeout,no,no,no,no,87423.56686719625,10,5
1437,treatment,1L9,both,no,no,no,no,54376.18021445342,6,3
1438,treatment,1P6,takeout,no,no,no,no,69985.0020246112,8,4
1439,treatment,1M3,takeout,no,yes,no,no,81885.27230169623,9,5
1442,treatment,2W0,takeout,no,no,no,yes,129798.04884047619,15,8
1450,treatment,2M2,takeout,no,no,no,no,62867.07349751183,7,4
1455,treatment,1B2,dinein,no,no,no,no,50241.570323986176,6,3
1460,treatment,0B4,takeout,no,no,no,yes,39269.25921013387,5,2
1462,treatment,3S5,takeout,no,no,no,no,47996.86443927007,6,3
1466,treatment,1S6,both,no,no,no,no,30268.846507925293,3,2
1467,treatment,2T8,both,no,no,no,no,97068.74775886518,11,6
1474,treatment,EEK,both,no,yes,no,no,46907.607277378615,5,3
1477,treatment,1L1,both,no,no,no,no,59751.72684098378,7,4
1481,treatment,1S0,both,no,no,no,no,83030.68853287265,10,5
1484,treatment,4Y9,takeout,no,no,no,no,56581.62297454656,7,3
1486,treatment,2A7,both,no,yes,no,no,89090.65048527342,10,5
1487,treatment,6H2,both,no,no,no,no,135994.99371073517,16,8
1488,treatment,4Z8,both,no,no,no,no,53482.375750590065,6,3
1494,treatment,5K2,takeout,no,no,no,no,69550.98138632304,8,4
1507,treatment,1K2,takeout,no,no,no,no,67018.4588592922,8,4
1513,treatment,L8E,takeout,no,no,no,no,85290.73030544135,10,5
1515,treatment,1T0,both,no,no,no,no,82272.33267450199,10,5
1519,treatment,5Y1,both,no,no,no,no,20614.72883877743,2,1
1520,treatment,3C3,takeout,no,no,no,no,41308.97843869991,5,3
1524,treatment,4N3,takeout,no,no,no,no,179028.16418886787,21,11
1528,treatment,ON,both,no,no,no,no,60800.54966573716,7,4
1531,treatment,1K2,both,no,no,no,no,42646.89836142543,5,3
1541,treatment,2Z5,takeout,no,no,no,no,37724.19968896489,4,2
1545,treatment,1A2,both,no,no,no,no,136665.9883577142,16,8
1548,treatment,1R0,takeout,no,no,no,no,25546.80804619143,3,2
1559,treatment,9H3,takeout,no,no,no,yes,141865.55698663418,16,9
1564,treatment,1A1,both,no,no,no,no,156057.15472529075,18,10
1572,treatment,3M2,takeout,no,no,no,no,38505.74997869491,4,2
1576,treatment,1B8,dinein,no,no,no,no,64439.29723502682,7,4
1577,treatment,ON,takeout,no,no,no,no,67094.74063222266,8,4
1580,treatment,1A0,dinein,no,no,no,no,92973.3321504608,11,6
1582,treatment,1G3,dinein,no,no,no,yes,36549.84436870563,4,2
1583,treatment,5X3,takeout,no,yes,no,no,81177.95291349967,9,5
1585,treatment,3C2,both,no,no,no,yes,63208.10717339961,7,4
1592,treatment,rio,both,no,no,no,no,56708.17794490566,7,3
1593,treatment,Ont,both,no,no,no,no,39268.73923280141,5,2
1595,treatment,2Y9,takeout,no,no,no,no,61587.885154617106,7,4
1597,treatment,3V9,takeout,no,no,no,no,34566.21807496396,4,2
1599,treatment,1N0,takeout,no,yes,no,yes,60276.752668763605,7,4
1601,treatment,ON,both,no,yes,no,no,114830.18298140173,13,7
1611,treatment,4X9,both,no,no,no,no,48512.30689822209,6,3
1613,treatment,6H5,both,no,no,no,no,45696.93235419516,5,3
1614,treatment,0A4,both,no,no,no,no,52288.96606474825,6,3
1618,treatment,1B6,both,no,NA,no,no,56476.556263803956,7,3
1622,treatment,1A1,takeout,no,yes,no,no,36967.65759639463,4,2
1630,treatment,1B0,takeout,no,no,no,no,58263.979836149956,7,4
1631,treatment,2X0,both,no,no,no,no,50599.82056997196,6,3
1639,treatment,2W0,takeout,no,no,no,no,122849.54540732493,14,8
1641,treatment,2V5,both,no,no,no,no,123843.22880829348,14,8
1642,treatment,TON,dinein,no,no,no,no,60362.6451115659,7,4
1647,treatment,2Y9,dinein,no,no,no,no,64541.79417261401,7,4
1650,treatment,2N0,both,no,no,no,no,39302.75835913324,5,2
1654,treatment,0A7,both,no,no,no,no,20405.1104713525,2,1
1655,treatment,1A0,both,no,no,no,no,71819.1008967737,8,4
1656,treatment,2K9,both,no,no,no,no,41494.611963693154,5,3
1666,treatment,1H2,both,no,no,no,yes,94239.68958378711,11,6
1671,treatment,6Z4,takeout,no,no,no,no,76114.49256982087,9,5
1674,treatment,9P7,takeout,no,no,no,no,28822.0658736085,3,2
1694,treatment,6N6,both,no,no,no,no,57472.152029884324,7,4
1697,treatment,0A9,both,no,no,no,no,41046.39521277743,NA,3
1698,treatment,4K4,takeout,no,no,no,no,86099.37006728032,10,5
1700,treatment,2A4,takeout,no,no,no,no,46511.3920308364,5,3
1706,treatment,1S0,takeout,no,no,no,no,53131.73371376317,6,3
1712,treatment,1N0,takeout,no,no,no,no,40817.523549672056,5,3
1714,treatment,6H2,both,no,no,no,no,77761.46930183528,9,5
1718,treatment,2C2,both,no,no,no,no,111667.00476836128,13,7
1721,treatment,1Y0,both,no,no,no,no,75856.97804473445,9,5
1728,treatment,2R8,both,no,yes,no,no,273819.94427880686,32,17
1730,treatment,4X3,both,no,no,no,no,77744.1311391388,9,5
1732,treatment,ton,dinein,no,yes,no,yes,53014.290727170104,6,3
1734,treatment,6M3,both,no,no,no,no,54886.98486084283,6,3
1735,treatment,3C2,takeout,no,no,no,no,60277.49262281665,7,4
1737,treatment,1A2,both,no,yes,no,no,66887.06907508946,8,4
1739,treatment,1H9,takeout,no,no,no,no,82379.66256558667,10,5
1744,treatment,9H6,both,no,no,no,no,54835.32181121635,6,3
1750,treatment,6M2,both,no,no,no,no,132575.65308740342,15,8
1760,treatment,3K9,both,no,no,no,yes,67242.72209540727,8,4
1763,treatment,3M2,takeout,no,no,no,no,28001.536508357887,3,2
1765,treatment,4Y7,both,no,no,no,no,35705.10094285248,4,2
1766,treatment,1H5,both,no,no,no,no,68449.09113857271,8,4
1772,treatment,2Y6,both,no,no,no,no,48202.72054398551,6,3
1774,treatment,2B8,both,no,no,no,no,75776.51467382895,9,5
1777,treatment,7B4,takeout,no,no,no,no,68400.6645311848,8,4
1779,treatment,2E4,both,no,no,no,yes,116520.19505543984,13,7
1783,treatment,2A1,takeout,no,yes,no,no,59413.42277818033,7,4
1784,treatment,1M7,takeout,no,yes,no,no,68363.2712848904,8,4
1788,treatment,1T4,both,no,no,no,no,31894.930036531296,4,2
1789,treatment,6M2,takeout,no,yes,no,no,49088.375135205555,6,3
1790,treatment,4Y7,takeout,no,no,no,no,175762.4537680742,20,11
1793,treatment,1B7,takeout,no,no,no,no,62100.09389285594,7,4
1795,treatment,4Z7,both,no,no,no,no,51127.47206342935,6,3
1798,treatment,2K8,dinein,no,yes,no,no,72088.57256767998,8,4
1801,treatment,6R9,both,no,no,no,no,103666.29891487719,12,6
1803,treatment,7Y1,takeout,no,no,no,no,102202.94831930881,12,6
1807,treatment,1T8,both,no,no,no,no,39872.33652502078,5,2
1808,treatment,1S0,both,no,no,no,no,33625.32552165516,4,2
1809,treatment,3N2,both,no,no,no,no,33763.68557993613,4,2
1812,treatment,5C2,takeout,no,no,no,no,38882.41801372349,4,2
1814,treatment,1V6,both,no,no,no,no,49724.8065465508,6,3
1821,treatment,1V8,both,no,no,no,no,178670.72801396655,21,11
1824,treatment,3S7,both,no,no,no,no,40291.04702262796,5,2
1825,treatment,1A6,both,no,no,no,yes,138167.95089022946,16,8
1828,treatment,4K1,takeout,no,no,no,no,124416.02606560235,14,8
1835,treatment,1P4,takeout,no,no,no,no,52514.36992411032,6,3
1839,treatment,2L7,takeout,no,NA,no,no,33577.51890131775,4,2
1845,treatment,5A4,takeout,no,no,no,no,50063.258631477685,6,3
1852,treatment,2B0,both,no,no,no,no,52790.783703342,6,3
1853,treatment,1E3,takeout,no,yes,no,no,105761.97147108975,12,7
1856,treatment,1W0,both,no,yes,no,no,46145.68939120504,5,3
1859,treatment,1L0,both,no,no,no,no,68777.26985589557,8,4
1861,treatment,1P0,takeout,no,yes,no,no,18476.301730585357,2,1
1866,treatment,1E6,both,no,no,no,no,65400.74163041232,8,4
1869,treatment,1M0,both,no,no,no,no,55315.04373473693,6,3
1876,treatment,2W0,both,no,no,no,no,49134.640128381456,6,3
1877,treatment,4Z8,both,no,no,nonanswer,no,88207.07996569331,10,5
1879,treatment,3E5,takeout,no,yes,no,no,78373.68772760854,9,5
1880,treatment,2H0,takeout,no,no,no,no,174057.4416585415,20,11
1883,treatment,3S1,both,no,no,no,no,29714.77290055574,3,2
1886,treatment,4Z3,takeout,no,no,no,no,73809.54588385449,9,5
1887,treatment,1V6,both,no,no,no,no,57561.15013645498,7,4
1895,treatment,3K7,both,no,no,no,no,75501.04972049482,9,5
1896,treatment,2M4,takeout,no,no,no,yes,63080.81867295361,7,4
1898,treatment,3R3,takeout,no,no,no,no,55848.33724953465,6,3
1899,treatment,4K4,takeout,no,yes,no,yes,47796.71216878457,6,3
1900,treatment,6P4,takeout,no,no,no,no,56316.2510666162,7,3
1901,treatment,3C4,takeout,no,yes,no,no,77313.7530748355,9,5
1903,treatment,3C0,both,no,no,no,no,56944.26579831086,7,4
1904,treatment,1A2,both,no,no,no,no,93447.41781077709,11,6
1905,treatment,1S2,takeout,no,yes,no,yes,93210.00292981492,11,6
1907,treatment,1E1,both,no,no,no,no,127282.20635951843,15,8
1909,treatment,1H0,both,no,no,no,no,106088.9410269747,12,7
1915,treatment,0C1,both,no,no,no,no,54556.88059331028,6,3
1916,treatment,1Z8,takeout,no,no,no,no,102761.24656706607,12,6
1917,treatment,5N8,both,no,no,no,no,45342.13706808836,5,3
1918,treatment,3B4,both,no,no,no,no,46275.62212238562,5,3
1919,treatment,2J6,takeout,no,no,no,no,48898.166766228445,6,3
1920,treatment,5X5,takeout,no,yes,no,no,66948.0483701153,8,4
1921,treatment,4T9,both,no,no,no,no,99748.72110092116,12,6
1922,treatment,1L0,both,no,no,no,no,36694.51172980917,4,2
1924,treatment,1P4,takeout,no,yes,no,no,54021.23101446116,6,3
1928,treatment,1K0,both,no,yes,no,no,42431.85381524328,5,3
1942,treatment,2K6,both,no,no,no,no,44959.6420155074,5,3
1946,treatment,1H1,both,no,no,no,no,51463.52918473642,6,3
1947,treatment,1Z5,takeout,no,no,no,yes,88074.86015498862,10,5
1949,treatment,1V7,dinein,no,yes,no,no,57817.80701398924,7,4
1952,treatment,1V1,both,no,no,no,no,94966.15578345368,11,6
1956,treatment,8K4,both,no,no,no,no,121176.14438195725,14,7
1958,treatment,2X6,both,no,no,no,yes,57442.766924248805,7,4
1967,treatment,2A9,both,no,no,no,no,111336.84519481113,13,7
1968,treatment,3J3,both,no,yes,no,no,55008.810404953445,6,3
1980,treatment,L9H,both,no,yes,no,no,96519.90602834507,11,6
1982,treatment,1M5,both,no,no,no,no,68833.01909273394,8,4
1985,treatment,2L1,takeout,no,no,no,no,39657.20709371899,5,2
1987,treatment,1W8,dinein,no,no,no,no,86960.54114019447,10,5
1990,treatment,1A9,both,no,no,no,no,79341.46160946827,9,5
1999,treatment,6A9,takeout,no,yes,no,no,90252.65242801578,10,6
2000,treatment,1P1,both,no,yes,no,no,59401.51471929044,7,4
2001,treatment,1X0,both,no,no,no,no,78773.84584118826,9,5
2002,treatment,1B1,both,no,no,no,no,110593.77298153778,13,7
2003,treatment,1L5,both,no,no,no,no,100168.67016690358,12,6
3,control,6C7,takeout,no,yes,no,no,30068.71599521728,3,2
4,control,1B8,both,no,yes,no,no,10753.640381769233,1,1
5,control,1B0,both,no,yes,no,no,38309.911427498344,4,2
9,control,0H4,takeout,no,no,no,no,43684.367434818574,5,3
11,control,1G6,both,no,yes,no,no,40447.35324255311,5,2
13,control,1X8,takeout,no,no,no,no,40874.29158692333,5,3
14,control,1C0,takeout,no,yes,no,no,164080.0188343382,19,10
15,control,9A2,both,no,no,no,no,24710.551515615352,3,2
16,control,3B5,takeout,no,no,no,yes,73174.13656085938,8,4
17,control,6J8,both,no,no,no,no,32358.539125524043,4,2
19,control,1E1,both,no,no,no,no,89778.2561110442,10,6
21,control,2Y5,takeout,no,no,no,no,189868.6580150925,22,12
34,control,0K3,takeout,no,no,no,no,78013.18055265944,9,5
37,control,1C1,takeout,no,no,no,no,48209.101714481105,6,3
38,control,0A6,takeout,no,no,no,yes,62071.260499121876,7,4
39,control,5W6,both,no,no,no,yes,42175.92186319063,5,3
46,control,4Y4,takeout,no,no,no,no,60017.71407656589,7,4
47,control,1M3,takeout,no,no,no,no,24587.58283424218,3,2
50,control,1T7,both,no,no,no,no,70812.61173544065,8,4
52,control,2W0,takeout,no,yes,no,no,44482.916086763405,5,3
53,control,1B5,both,no,no,no,no,35418.38117794086,4,2
55,control,5W6,dinein,no,no,no,no,43982.887129997784,5,3
58,control,4K1,takeout,no,no,no,no,79594.6625212133,9,5
60,control,3B1,both,no,no,no,no,41154.91880691043,5,3
61,control,5K8,takeout,no,no,no,no,104937.5546084934,12,6
62,control,1A3,both,no,yes,no,no,42738.26728197575,5,3
70,control,1P1,takeout,no,no,no,no,105017.0115842647,12,6
71,control,1W3,both,no,no,no,no,32690.258642038003,4,2
72,control,4A9,takeout,no,yes,no,no,67408.90243299959,8,4
76,control,2K8,both,no,no,no,no,81140.57472230426,9,5
77,control,4C7,both,no,no,no,no,26581.514990790125,3,2
78,control,4X8,both,no,no,no,no,165396.0306459574,19,10
80,control,4G8,both,no,no,no,no,101909.16891962978,12,6
82,control,1P4,takeout,no,no,no,no,104322.71893657683,12,6
83,control,7T1,dinein,no,no,no,no,65069.067584898425,8,4
89,control,2J0,both,no,no,no,no,90330.48238040342,10,6
95,control,7M5,takeout,no,no,no,no,188848.27839038734,22,12
96,control,2J6,both,no,yes,no,no,75499.77688494216,9,5
103,control,4V3,both,no,no,no,no,78926.28073061616,9,5
108,control,3L2,both,no,no,no,no,33070.68697705463,4,2
109,control,1H3,dinein,no,no,no,no,75824.5182531605,9,5
112,control,5W8,both,no,no,no,no,75279.31542522766,9,5
115,control,4J5,takeout,no,no,no,no,35285.60030587148,4,2
117,control,2M4,both,no,yes,no,no,43642.39056496408,5,3
118,control,2M5,takeout,no,no,no,yes,59235.21335360351,7,4
121,control,2J6,takeout,no,no,no,no,86375.54308261146,10,5
128,control,1B0,takeout,no,no,no,no,100563.39171322665,12,6
134,control,4K8,takeout,no,no,no,no,64747.91547079218,7,4
137,control,5W6,both,no,no,no,no,62320.82566075897,7,4
139,control,1N7,both,no,no,no,no,93955.2876609081,11,6
141,control,1W1,both,nonanswer,nonanswer,no,no,46360.316947971056,5,3
142,control,2H1,both,no,no,no,yes,50548.83146827856,6,3
145,control,ON,takeout,no,no,no,no,98340.79560259906,11,6
149,control,3K3,both,no,yes,no,no,87613.81288935097,10,5
153,control,3Z1,both,no,no,no,no,20919.06373922448,2,1
154,control,1L7,both,no,no,no,no,44086.10473929835,5,3
158,control,1W2,both,no,no,no,no,73282.76916533848,8,5
160,control,1A8,both,no,no,no,no,54783.376729422824,6,3
167,control,2L3,both,no,no,no,no,52880.715066162054,6,3
174,control,1X5,both,no,no,no,no,48351.209617376524,6,3
177,control,1H7,takeout,no,no,no,no,108983.1281499047,13,7
179,control,3K7,both,no,no,no,no,87532.80411773601,10,5
180,control,1W4,takeout,no,no,no,no,40899.962393461916,5,3
182,control,1L2,takeout,no,yes,no,no,79375.50550460155,9,5
189,control,1C4,both,no,no,no,no,69832.63826590894,8,4
192,control,3R1,both,no,no,no,no,88588.85346341634,10,5
194,control,4K7,both,no,no,no,no,58964.46618275482,7,4
196,control,3G8,both,no,no,no,no,143681.96321406157,17,9
198,control,1R4,dinein,no,yes,no,no,28168.476507790598,3,2
200,control,3C5,both,no,no,no,no,153628.82279212837,18,9
201,control,2S3,takeout,no,no,no,no,109110.11967009037,13,7
206,control,1T8,takeout,no,no,no,no,39705.07660344298,5,2
208,control,4R8,both,no,no,no,no,32487.20162148583,4,NA
214,control,1A5,both,no,no,no,no,61238.608944461084,7,4
219,control,6N4,takeout,no,no,no,no,110794.98167322451,13,7
225,control,3V9,takeout,no,no,no,no,50589.36542764338,6,3
226,control,7S3,both,no,no,no,no,64945.19708280207,8,4
235,control,1S3,takeout,no,no,nonanswer,no,39573.40252153112,5,2
237,control,4T5,both,no,no,no,no,69677.03018036856,8,4
239,control,7T2,both,no,no,no,no,106559.85086039563,12,7
240,control,1L0,both,no,no,no,no,59084.61790395733,7,4
243,control,5L4,both,no,no,no,no,70926.18976698713,8,4
245,control,8C4,dinein,no,yes,no,no,37687.567752563904,4,2
247,control,2L1,both,no,no,no,no,72201.84910071216,8,4
256,control,2V9,both,no,no,no,no,83500.1963606761,10,5
257,control,4L9,both,no,yes,nonanswer,no,54359.44906504018,6,3
259,control,3G1,both,no,no,no,no,84076.95604248685,10,5
262,control,6X2,takeout,no,no,no,no,70719.29917438068,8,4
273,control,1A0,takeout,no,yes,no,no,66141.11242389375,8,4
275,control,2T0,both,no,no,no,no,167679.19140899513,19,10
280,control,8S1,both,no,no,no,no,32572.29513385709,4,2
285,control,3V4,both,no,yes,no,nonanswer,79780.0811578335,9,5
286,control,3K3,both,no,no,no,no,58706.513125486366,7,4
292,control,3L9,takeout,no,no,no,no,102131.87325027972,12,6
294,control,1H9,takeout,no,no,no,no,119399.34427997691,14,7
304,control,6L6,both,no,no,no,no,45869.36077092545,5,3
305,control,3R2,both,no,yes,no,no,24043.068388242384,3,1
311,control,0C4,both,no,no,no,no,58378.66767030755,7,4
313,control,3M4,both,no,yes,no,no,55601.08777738377,6,3
316,control,1B1,takeout,no,yes,no,no,56984.1394128254,7,4
318,control,2H8,takeout,yes,nonanswer,no,no,42890.990150940255,5,3
324,control,0L9,takeout,no,no,no,no,136776.83059923374,16,8
331,control,2K7,both,no,yes,no,no,49030.41526300935,6,3
337,control,2N0,takeout,no,no,no,no,73534.06426269065,9,5
340,control,4G8,takeout,no,no,no,no,57470.458783226095,7,4
343,control,1J2,both,no,no,no,no,64729.851286728146,7,4
352,control,1S4,dinein,no,yes,no,no,46937.63993914396,5,3
356,control,2X9,takeout,no,no,no,no,60069.23711659925,7,4
359,control,3E1,both,no,no,no,no,37225.150513184686,4,2
361,control,3K6,takeout,no,no,no,no,61380.173562895616,7,4
362,control,1W4,both,no,no,no,no,120687.1946089196,14,7
363,control,1G5,both,no,yes,no,no,57783.004122066995,7,4
364,control,3M4,dinein,no,no,no,no,75855.89637115959,9,5
366,control,ON,both,no,no,no,no,54630.64382239042,6,3
368,control,1L0,takeout,no,yes,no,no,49595.959358291955,6,3
369,control,2T7,both,no,no,no,no,104490.26204639042,12,6
370,control,3C5,both,no,yes,no,no,99281.41233990112,11,6
372,control,0L3,both,no,no,no,no,80862.46162191193,9,5
373,control,1A6,both,no,no,no,no,108855.22577120386,13,7
380,control,5E3,takeout,no,no,no,no,31163.994127448925,4,2
386,control,4V2,takeout,no,no,no,no,57697.263304012755,7,4
395,control,1B8,dinein,no,yes,no,no,78355.93914705569,9,5
397,control,7N7,both,no,no,no,no,67534.26900503543,8,4
407,control,2J3,both,no,no,no,no,64680.106627604626,7,4
411,control,1A9,takeout,no,no,no,no,18138.04187513247,2,1
413,control,3L6,both,no,no,no,no,25294.578847669007,3,2
414,control,2G7,takeout,no,no,no,no,37150.38674906296,4,2
419,control,1W0,both,no,no,no,yes,91356.19973960466,11,6
421,control,ON,both,no,no,no,no,43453.39264710249,5,3
431,control,4Z6,both,no,no,no,no,68729.78851754779,8,4
434,control,3B8,both,no,yes,no,no,50246.886681649084,6,3
435,control,3T2,both,no,no,no,no,46931.221996286964,5,3
436,control,4A9,both,no,yes,no,yes,183316.88729250903,21,11
438,control,2M0,takeout,no,no,no,yes,79204.33305354939,9,5
441,control,2A8,takeout,no,no,no,yes,129874.62870407844,15,8
443,control,1P7,takeout,no,no,no,no,56023.14868259975,6,3
446,control,6J3,both,no,no,no,no,80554.61491287075,9,5
453,control,2L3,both,no,no,no,no,56190.52952073698,6,3
454,control,3W5,takeout,no,no,no,no,37934.08711819105,4,2
459,control,4R7,both,no,no,no,no,53512.959545992235,6,3
460,control,ON,both,no,no,no,no,17557.115245356974,2,1
463,control,2N3,both,no,no,no,nonanswer,75877.68243564578,9,5
466,control,2X6,takeout,no,no,no,no,63638.36590730904,7,4
468,control,6A1,takeout,no,no,no,no,26466.789255659147,3,2
471,control,3C7,both,no,no,no,no,38896.45225661481,4,2
476,control,3E3,both,no,no,no,no,34706.17082844716,4,2
478,control,2S0,takeout,no,no,no,no,29586.38495690394,3,2
479,control,6S2,takeout,no,no,no,no,24409.853495854426,3,2
480,control,2M3,dinein,no,no,no,no,32134.404981893782,4,2
481,control,3P8,both,no,no,no,no,108086.8509060595,12,7
485,control,1J7,both,no,no,no,no,21695.383395698995,3,1
490,control,ON,takeout,no,no,no,no,95565.81583140056,11,6
495,control,3Z6,both,no,no,no,no,79267.84934859292,9,5
497,control,3P6,takeout,no,no,no,no,52831.06901980274,6,3
500,control,1A2,both,no,no,no,no,74289.13852648993,9,5
504,control,9M4,both,no,no,no,no,66074.68325708222,8,4
505,control,1C8,takeout,no,no,no,no,156060.91726266523,18,10
506,control,2L3,takeout,no,no,no,no,88810.82438220704,10,5
511,control,2X8,both,no,no,no,NA,79028.18350608952,9,5
512,control,1B8,both,no,yes,no,no,40746.56463725718,5,3
514,control,4P9,both,no,no,no,no,115185.62543364543,13,7
517,control,3Z7,takeout,no,no,no,no,42657.35446379057,5,3
518,control,1N3,both,no,no,no,no,37329.427182357766,4,2
519,control,2Z7,both,no,no,no,no,55058.4251933295,6,3
522,control,7K5,both,no,no,no,no,69282.90708164206,8,4
523,control,4A9,both,no,no,no,no,216622.05377687034,25,13
526,control,3T2,both,no,no,no,no,60807.701694830634,7,4
528,control,3W4,both,no,no,no,no,42555.607679128625,5,3
531,control,3N6,both,no,no,no,no,50277.03092111594,6,3
532,control,6R9,takeout,no,no,no,yes,41328.757731963335,5,3
535,control,1G1,both,no,no,no,yes,94896.58460427375,11,6
537,control,1L0,takeout,no,no,no,no,77144.85377998905,9,5
546,control,1W1,both,no,no,no,no,131845.67683630643,15,8
547,control,8A8,both,no,no,no,no,34765.76582530059,4,2
550,control,5H7,dinein,no,yes,no,no,82061.70212261357,9,5
555,control,2K5,both,no,no,no,no,62681.49771176034,7,4
556,control,1C8,takeout,nonanswer,yes,no,no,75495.17367682958,9,5
559,control,1T0,both,no,no,no,no,63065.653512385565,7,4
569,control,4G7,both,no,no,no,no,80726.7521128673,9,5
571,control,1G8,takeout,no,no,no,no,37476.39206185182,4,2
575,control,3W4,both,no,no,no,yes,35948.71757811586,4,2
576,control,0A5,both,no,yes,no,no,31498.89926905868,4,2
581,control,1H3,takeout,no,no,no,no,76559.59561438645,9,5
586,control,1F3,both,no,no,no,no,20958.701832039653,2,1
587,control,5N6,both,no,no,no,no,71635.25449205961,8,4
590,control,2A0,both,no,yes,no,no,64098.69929499559,7,4
593,control,3Z9,both,no,no,no,NA,58112.462031193456,7,4
597,control,1P2,takeout,no,no,no,no,48796.71023356573,6,3
600,control,1W0,both,no,no,no,yes,85808.61255192524,10,5
602,control,2M7,both,no,yes,no,no,105744.55397550669,12,6
604,control,1A9,both,no,no,no,yes,54585.15593630287,6,3
607,control,4X9,takeout,no,no,no,no,26306.9124849417,3,2
608,control,1K3,both,no,no,no,nonanswer,41384.85779095882,5,3
616,control,1G4,takeout,no,no,no,no,47540.27531273402,5,3
618,control,7R2,both,no,no,no,no,74421.94077196973,9,5
619,control,1L0,both,no,no,no,no,124921.45077126428,14,8
620,control,1L0,both,no,no,no,no,42912.267230941354,5,3
627,control,6J8,takeout,no,no,no,no,70033.0505830332,8,4
628,control,1J8,takeout,no,no,no,no,40517.28951630627,5,2
629,control,6N9,takeout,no,yes,no,no,82895.51864975184,10,5
631,control,1V8,both,no,no,no,no,46288.57616394541,5,3
633,control,3G1,takeout,no,yes,no,yes,34617.96487084585,4,2
636,control,2N0,both,no,no,no,no,48939.77429479828,6,3
638,control,3E9,takeout,no,no,no,no,41931.42506058909,5,3
640,control,1L0,both,no,no,no,no,90707.606376195,10,6
645,control,1J8,takeout,no,no,no,no,103245.76715404874,12,6
654,control,2M2,both,no,no,no,yes,51959.336067968805,6,3
657,control,1T1,takeout,no,no,no,no,30943.232998922656,4,2
660,control,8B2,takeout,no,yes,no,no,73605.50330796969,9,5
662,control,1B8,takeout,no,no,no,no,29211.239164763374,3,2
665,control,3R7,takeout,no,no,no,no,42778.67593546908,5,3
666,control,1N6,takeout,no,no,no,no,116099.11271054107,13,7
672,control,5T8,dinein,no,no,no,yes,33750.23933068414,4,2
673,control,1E9,both,no,yes,no,no,133874.7371036762,15,8
680,control,5J9,both,no,no,no,no,92627.3498487677,11,6
685,control,2A6,dinein,no,no,no,no,68121.78067399868,8,4
688,control,6C2,both,no,no,no,no,38999.02286479518,5,2
690,control,1X2,both,no,yes,no,no,51834.048275174515,6,3
696,control,4H7,takeout,no,no,no,no,112851.42206960756,13,7
698,control,3E4,takeout,no,no,no,no,39989.83423238033,5,2
705,control,1Z7,both,no,yes,no,no,35551.23794797888,4,2
711,control,3B9,both,no,no,no,no,77102.60182574429,9,5
714,control,2T0,both,no,no,no,no,30660.010779605258,4,2
719,control,1P1,both,no,no,no,no,57325.47240319653,7,4
723,control,1R1,both,no,no,no,no,52483.49100367028,6,3
726,control,3C5,both,no,no,no,no,119323.02931996068,14,7
731,control,1K6,both,no,no,no,no,67934.65464767466,8,4
732,control,2L3,both,no,no,no,no,82755.40882588219,10,5
734,control,1V8,both,no,no,no,no,56117.719866428284,6,3
743,control,4G8,both,no,no,no,no,101979.20596738995,12,6
744,control,2P2,dinein,no,yes,no,no,34658.875260643625,4,2
746,control,3J4,takeout,no,no,no,no,60789.51083819766,7,4
751,control,3L1,both,no,no,no,yes,82625.96331959372,10,5
757,control,3K7,both,no,yes,no,no,35568.428677508535,4,2
