Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Kashmir Karahi Point,4-225 Castle Oaks Crossing Brampton ON L6P 3X3,Restaurant,2020-01-22,
Katsuya,112-1224 Dundas St W Mississauga ON L5C 4G7,Restaurant,2020-01-27,
"Kebob,The",8-3417 Derry Rd E Mississauga ON L4T 1B3,Restaurant,2019-12-10,
Keenan's Irish Pub,550 Queen St W Brampton ON L6X 3E1,Restaurant,2019-12-05,
"Keg Steakhouse & Bar - Square One, The",107-55 City Centre Dr Mississauga ON L5B 1M3,Restaurant,,
"Keg Steakhouse & Bar, The",670 Matheson Blvd W Mississauga ON L5R 3T2,Restaurant,2019-10-24,
"Keg Steakhouse & Bar, The",3130 Argentia Rd Mississauga ON L5N 0B1,Restaurant,2020-01-20,
"Keg Steakhouse & Bar, The",70 Gillingham Dr Brampton ON L6X 4X7,Restaurant,2019-08-16,
"Keg Steakhouse & Bar, The",46 Peel Centre Dr Brampton ON L6T 0E8,Restaurant,2019-12-16,
Kelseys,8225 Financial Dr Brampton Ontario L6Y 1M1,Restaurant,2019-10-30,
Kelsey's,2870 Queen St E Brampton ON L6S 6E8,Restaurant,2020-01-14,
Kelsey's,70 Quarry Edge Dr Brampton ON L6V 4K2,Restaurant,2019-11-11,
Kelsey's,3970 Grand Park Dr Mississauga ON L5B 4M6,Restaurant,2019-08-21,
Kelsey's,1485 Aerowood Dr Mississauga ON L4W 1C2,Restaurant,2019-12-09,
Kelsey's,20 McEwan Dr E Caledon ON L7E 2Y3,Restaurant,2020-08-11,
"Keltic Rock, The",4-180 Sandalwood Pky E Brampton ON L6Z 1Y4,Restaurant,2020-02-24,
Kennedy's,6235 Kennedy Rd Mississauga ON L5T 2S8,Restaurant,2019-12-19,
Kenzo,1-720 Burnhamthorpe Rd W Mississauga ON L5C 3G1,Restaurant,2019-11-15,
Kerala Curry House,"9-5120 Dixie Road Mississauga, Ontario ON L4W 4J7",Restaurant,,
Kesar Sweets & Restaurant,6-51 Mountainash Rd Brampton ON,Restaurant,2020-07-31,
Keshav,8-8975 Mclaughlin Rd Brampton ON L6Y 0Z6,Restaurant,2019-11-19,
KFC,2-1 Steeles Ave Brampton ON L6W 4J4,Restaurant,2020-11-11,
KFC,B1-950 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2020-01-31,
KFC,59 McEwan Dr E Caledon ON L7E 2Y3,Restaurant,2020-02-06,
KFC,25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-08-23,
KFC,7-3015 Winston Churchill Blvd Mississauga ON L5L 2V8,Restaurant,2019-08-29,
KFC,1A-60 Dundas St E Mississauga ON L5A 1W4,Restaurant,2020-01-22,
KFC,C-9005 Torbram Rd Brampton ON L6S 3L2,Restaurant,2020-02-27,
KFC,3-6277 Mississauga Rd Mississauga ON L5N 1A5,Restaurant,2019-10-04,
KFC,6055 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2019-09-13,
KFC,7A-4559 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2019-09-05,
KFC,2-134A-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-22,
KFC,E3-50 Rivermont Rd Brampton ON L6Y 6G7,Restaurant,2020-02-24,
KFC,230 Queen St E Brampton ON L6V 1B9,Restaurant,2020-10-09,
KFC/Taco Bell,2285 Erin Mills Pky Mississauga ON L5K 1T8,Restaurant,2019-08-15,
KFC/Taco Bell,45 Cherrycrest Dr Brampton ON,Restaurant,2019-12-18,
KFC/Taco Bell,3058 Mayfield Rd Brampton ON L6Z 0E3,Restaurant,2020-01-21,
KFC/Taco Bell,7161 Goreway Dr Mississauga ON L4T 2T5,Restaurant,2020-11-03,
KFC/TacoBell,10068 McLaughlin Rd Brampton ON L7A 2X6,Restaurant,2021-01-27,
Khalsa Pizza,7-470 Chrysler Dr Brampton ON L6S 0C1,Restaurant,2020-01-20,
Kibo Sushi,47-490 Chrysler Dr Brampton ON L6S 0C1,Restaurant,2021-01-07,
Kids Sports Co.,8-4500 dixie rd Mississauga ON L4W 1V7,Restaurant,2019-11-06,
King Asian Restaurant,11-2500 Hurontario St Mississauga ON L5B 1N4,Restaurant,2020-07-16,
King of Veggie,103-527 Van Kirk Dr Brampton ON L7A 0P4,Restaurant,2020-09-17,
King Tandoori,64-499 Main St S Brampton ON L6Y 1N7,Restaurant,2019-09-13,
King Tandoori Bar & Grill,103-104-2970 Drew Rd Mississauga ON L4T 0A6,Restaurant,2020-10-09,
King Tandoori Bar & Grill,11-107 Kennedy Rd S Brampton ON L6W 3G3,Restaurant,2020-02-20,
King Tandoori Bar and Grill,1-2-270 Rutherford Rd S Brampton ON L6W 3K7,Restaurant,2019-12-05,
Kinton Ramen,4026 Confederation Pkwy Mississauga ON L5B 0G4,Restaurant,2019-11-18,
KK Sushi Japanese Restaurant,"6A, 7-5130 Dixie Rd Mississauga ON L4W 1C9",Restaurant,2020-03-12,
Kobe Sizzlers,105-808 Britannia Rd W Mississauga ON L5V 0A7,Restaurant,2019-10-29,
Kobi Korean Restaurant,8-257 Dundas St E Mississauga ON L5A 1W8,Restaurant,2020-03-13,
Koha Pacific Kitchen,1-140-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-26,
Kolachi Inn,115-1055 Canadian Place Mississauga ON L4W 1J9,Restaurant,,
Konkan Delite,1-3181 Wolfedale Rd Mississauga ON L5C 1V8,Restaurant,2020-03-04,
Korner Kitchens,99 Dundas St E Mississauga ON L5N 1W7,Restaurant,2021-02-04,
K-Pocha Restaurant,7-169 Dundas St E Mississauga ON L5A 1W8,Restaurant,2020-03-03,
Kravingz,1710 Lakeshore Rd W Mississauga ON L5J 1J5,Restaurant,2020-02-13,
Krazzy Gyro,1-2121 Dundas St E Mississauga ON L4X 1M3,Restaurant,2020-11-10,
Kung Fu Duck,57-58-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2020-08-14,
Kung Pao Wok,734k-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-12-10,
Kura Sushi Fusion Kitchen,110-405 Britannia Rd E Mississauga ON L4Z 3E6,Restaurant,2019-11-25,
Kusina,G2-3024 Hurontario St Mississauga ON L5B 4M4,Restaurant,2020-02-11,
Kwality Grand Indian Buffet,N-1-90 Courtney Park E Mississauga ON L5T 2Y3,Restaurant,2019-12-05,
Kwality Sweets & Restaurant,3-5-2150 Steeles Ave Brampton ON L6T 1A7,Restaurant,2020-11-09,
L.A. Boil Seafood,A1-1-888 Dundas St E Mississauga ON L4Y 4G6,Restaurant,2020-02-18,
La Bonita Latin American Restaurant,109-1065 Canadian Pl Mississauga ON L4W 0B8,Restaurant,2020-01-14,
La Carnita/Sweet Jesus,FM08A-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-12-06,
La Castile Steak House,2179 Dundas St E Mississauga ON L4X 1M3,Restaurant,2019-12-05,
La Fresca Cafe,2727 Meadowpine Blvd Mississauga ON L5N 8C7,Restaurant,2020-02-11,
La Guanaquita,1-284 Orenda Rd Brampton ON L6T 4X6,Restaurant,2020-02-14,
La Mill Restaurant,1B-35 Brunel Rd Mississauga ON L4Z 3E8,Restaurant,2019-12-12,
La Parmigiana Italian Eatery,1-5484 Tomken Rd Mississauga ON L4W 2Z6,Restaurant,2020-01-08,
La Pergola,45 Coventry Rd Brampton ON L6T 4V7,Restaurant,2020-01-14,
La Prep,5-2325 Matheson Blvd E Mississauga ON L4W 5B3,Restaurant,2020-02-07,
La Scala Ristorante,2601 Matheson Blvd E Mississauga ON L4W 5A8,Restaurant,2019-12-11,
La Shawarma,C-12550 Hwy 50 Bolton ON L7E 1M7,Restaurant,2019-11-14,
Laari Adda,A404-3030 Thomas St Mississauga ON L5M 0R4,Restaurant,2019-12-24,
Lakeview Golf Club,1190 Dixie Rd Mississauga ON L5E 2P4,Restaurant,2019-11-05,
Lally's Sweets & Tandoori,499 Ray Lawson Blvd Brampton ON L6Y 1N7,Restaurant,2019-12-04,
Lazeez,A5-200 County Court Brampton ON L6W 4K7,Restaurant,2020-01-23,
Lazeez Shawarma,D2-47 Mountainash Rd Brampton ON,Restaurant,2019-11-01,
Lazeez Shawarma,12B-660 Eglinton Ave W Mississauga ON L5R 3V2,Restaurant,2019-10-04,
Lazeez Shawarma,1-14 Lisa St Brampton ON L6T 4W2,Restaurant,2020-01-31,
Lazeez Shawarma,12-2 Kennedy Rd S Brampton ON L6W 3E1,Restaurant,2020-12-07,
Lazeez Shawarma,G5-3160 Argentia Rd Mississauga ON L5N 0B1,Restaurant,2020-07-24,
Lazeez Shawarma,85 Lakeshore Rd E Mississauga ON L5G 1C9,Restaurant,2020-02-06,
Lazeez Shawarma,10-5170 Dixie Rd Mississauga ON L3W 1E3,Restaurant,2019-12-24,
Lazeez Shawarma,1B-6740 Meadowvale Town Centre Circle Mississauga Ontario L5N 2R5,Restaurant,2020-01-31,
Lazeez Shawarma,4-8982 Chinguacousy Rd Brampton ON L6Y 0B7,Restaurant,2020-10-06,
Lazeez Shawarma and Mediterranean Grill,2B-6085 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2021-01-27,
Le Kochi Cuisine,9-10-20 Dewside Dr Brampton ON L6R 3Y3,Restaurant,2019-12-18,
Le Kochi Cuisine Ltd,C3-6815 Airport Rd Mississauga ON L4V 1E6,Restaurant,2020-03-13,
Le Vu Authentic Vietnamese,1580 Dundas St E Mississauga ON L4X 1L4,Restaurant,2021-01-15,
Leao D'ouro Rest & Bar,A-920 Dundas St E Mississauga ON L4Y 2B8,Restaurant,2021-01-15,
Lee Kitchen - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-10,
Leela's Roti and Doubles,E1-E2-900 Rathburn Rd W Mississauga ON L5C 4L3,Restaurant,2019-12-06,
Lena's Roti & Doubles,6G-6990 Financial Dr Mississauga ON L5N 7J6,Restaurant,2019-12-16,
Lena's Roti and Doubles,69-100 Maritime Ontario Blvd Brampton ON L6S 0E7,Restaurant,2019-09-23,
Levant Cafe,51 Village Centre Pl Mississauga ON L4Z 1V9,Restaurant,2019-08-22,
Lezzet Shawarma Falafel House,10-4120 Dixie Rd Mississauga ON L4W 4V8,Restaurant,2020-12-14,
Liaison College,350 Rutherford Rd S Brampton ON L6W 3M2,Restaurant,2019-12-06,
Lily Thai Cuisine,13-15 Ashby Field Rd Brampton ON L6X 3P7,Restaurant,2020-02-05,
Lily's Pizza & Pasta,5-1107 Lorne Park Rd Mississauga ON L5H 3A1,Restaurant,2020-03-03,
Lily's Place Ltd.,6-1381 Lakeshore Rd E Mississauga ON L5E 1G6,Restaurant,2019-11-28,
Lion City Restaurant,70-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-12-06,
Lionhead Golf and Country Club - Halfway House/Iggy's Grill.Bar.Patio,8525 Mississauga Rd Brampton ON L6Y 0C1,Restaurant,2019-12-03,
Lionhead Golf and Country Club - Main Kitchen,8525 Mississauga Rd Brampton ON L6Y 0C1,Restaurant,2019-12-03,
Lionheart British Pub & Restaurant,24-3221 Derry Rd W Mississauga ON L5N 7L7,Restaurant,2020-02-25,
Little Greek Garden,2-256 Queen St S Caledon ON L7E 1C8,Restaurant,2020-08-26,
Little London Cafe,110-20 Polonia Ave Brampton ON L6Y 0K9,Restaurant,2020-01-29,
Little Shop of Ice Cream,12 Queen St E. Brampton ON L6V 1A2,Restaurant,2021-01-12,
Live Cuisine Restaurant/Catering,4141 Living Arts Dr Mississauga ON L5B 4B8,Restaurant,2019-10-08,
Lone Star Texas Grill,156 West Dr Brampton ON,Restaurant,2020-01-21,
Lotus Island Vietnamese Eatery,1-1381 Lakeshore Rd E Mississauga ON L5E 1G6,Restaurant,2020-02-27,
Love Tandoori,3-124 Kennedy Rd S Brampton ON L6W 3E7,Restaurant,2019-12-13,
Lovely Sweets & Restaurant,7072 Airport Rd Mississauga ON L4T 2G8,Restaurant,2019-11-01,
Lucky Sweets and Tandoori Grill,7166 Airport Road Mississauga Ontario L4T 2H2,Restaurant,2020-02-06,
"Lunch Bag Deli Cafe, The",32-2601 Matheson Blvd E Mississauga ON L4W 5A8,Restaurant,2020-03-02,
Lunchbox Cafe And Catering,14-50 Kennedy Rd S Brampton ON L6W 3R7,Restaurant,2019-12-16,
LVLUP Games,9-833 Westlock Rd Mississauga ON L5C 1K7,Restaurant,2019-10-23,
Mackay Pizza,404-40 Gillingham Dr Brampton ON L6X 4X7,Restaurant,2020-01-20,
Mackay Pizza & Subs,930 North Park Dr Brampton ON L6S 3Y5,Restaurant,2020-03-10,
Mad Ox BBQ Smokehouse + Grill,4-6039 Erin Mills Pky Mississauga ON L5N 0G5,Restaurant,2021-01-14,
Made in Japan Teriyaki Experience,102-148 West Dr Brampton ON L6T 4P9,Restaurant,2020-01-09,
Made in Japan Teriyaki Experience,G9-6990 Financial Dr Mississauga ON L5N 8J4,Restaurant,2019-12-16,
Made in Japan Teriyaki Experience,C2-960 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2019-09-12,
Made in Japan Teriyaki Experience,4-815 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2019-09-10,
Madras Restaurant,6-2280 Bovaird Dr E Brampton ON L6R 1W7,Restaurant,2020-02-13,
Magadhi,3 & 4-120 Clementine Dr Brampton ON L6Y 0L8,Restaurant,2020-03-03,
Maggie's Diner,360 Lakeshore Rd W Mississauga ON L5H 1H3,Restaurant,2019-11-13,
Magnum's Bar & Eatery,21 McMurchy Ave N Brampton ON L6X 1X4,Restaurant,2020-02-28,
Maguires,126-284 Queen St E Brampton ON L6V 3C3,Restaurant,2020-11-05,
"Maharaja, The",3-4646 Heritage Hills Blvd Mississauga ON L5R 1Y3,Restaurant,2019-10-08,
Malton Sweets & Samosa Factory,7-7052 Airport Rd Mississauga ON L4T 2G8,Restaurant,2019-11-01,
Mama Rosa Restaurant and Bar,1852 Lakeshore Rd W Mississauga ON L5J 1J7,Restaurant,2020-02-05,
Mamma D's,4544 Eastgate Pky Mississauga ON L4W 3W6,Restaurant,2019-10-08,
Mamma's Pizza,3-30 Eglinton Ave W Mississauga ON L5R 3E7,Restaurant,2020-02-10,
Mamma's Shack,1521 Charleston Srd Caledon ON L7K 0S3,Restaurant,2019-11-19,
Man Doo Hyang,10-12-169 Dundas St E Mississauga ON L5A 1W8,Restaurant,2020-02-12,
Man O Salwa Food,3-18 Rambler Dr Brampton ON L6W 1E2,Restaurant,2019-12-02,
Manchu Wok,1-135-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2020-01-31,
Mandarin,3105 Dundas St W Mississauga ON L5L 3R8,Restaurant,2020-01-22,
Mandarin,165 Fletchers Creek Blvd Brampton ON L6X 0Y7,Restaurant,2019-09-09,
Mandarin,238 Biscayne Cres Brampton ON L6W 4S1,Restaurant,2019-11-25,
Mandarin,87 Matheson Blvd E Mississauga ON L4Z 2Y5,Restaurant,2020-10-20,
Mandi Afandi,1-5120 Dixie Rd Mississauga ON L4W 4J7,Restaurant,2020-01-24,
Mangia Mangia Italian Eatery & Cafe,6-470 Chrysler Dr Brampton ON L6S 0C1,Restaurant,2020-01-16,
Mango Mirchi,6-7-1521 Trinity Dr Mississauga ON L5T 1P6,Restaurant,2019-12-03,
Mango Rain Restaurant,1714 Lakeshore Rd W Mississauga ON L5J 1J5,Restaurant,2019-10-30,
Manousha Inc.,"6-6039 Erin Mills Pkwy Mississauga, Ontario L5N 0G5",Restaurant,2019-12-04,
Maranello Cafe,286 Lakeshore Rd E Mississauga ON L5G 1H2,Restaurant,2019-10-23,
Marathi - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-01-17,
Marconi Pizza,3635 Cawthra Rd Mississauga ON L5A 2Y5,Restaurant,2020-02-04,
Mario's BBQ,1-2500 Hurontario St Mississauga ON L5B 1N4,Restaurant,2021-01-12,
Marriott Courtyard - Restaurant,90 Biscayne Cres Brampton ON L6W 4S1,Restaurant,2020-01-27,
Marriott Towne Place Suites - Kitchen,5050 Orbitor Dr Mississauga ON L4W 4X2,Restaurant,2020-02-05,
Mary Brown's,2-8245 Financial Drive Brampton Ontario L6Y 0C1,Restaurant,2019-12-09,
Mary Brown's,16-10671 Chinguacousy Rd Brampton ON L7A 0N5,Restaurant,2020-01-21,
Mary Brown's,1-2400 Dundas St W Mississauga ON L5K 2R8,Restaurant,2019-11-08,
Mary Browns Famous Chicken & Taters,D5-25 Gateway Blvd Brampton ON L6T 0H8,Restaurant,2019-10-09,
Mary Brown's Famous Chicken & Taters,2B-5067 Dixie Rd Mississauga ON L4W 5S6,Restaurant,2019-11-05,
Mary Brown's Famous Chicken and Taters,8-6039 Erin Mills Pkwy Mississauga ON L5N 0G5,Restaurant,2019-10-18,
Masala Bites,5B-660 Eglinton Ave W Mississauga ON L5R 3V2,Restaurant,2019-10-09,
Masala Canteen Heartland,11-6045 Mavis Rd Mississauga ON L5R 4G6,Restaurant,2020-02-07,
Masala Garden,C5-7171 Torbram Rd Mississauga ON L4T 3W4,Restaurant,2020-10-15,
Masamune Japanese Restaurant,8-5200 Dixie Rd Mississauga ON L4W 1E4,Restaurant,2019-12-10,
Masrawy Egyptian Kitchen,1 & 2-2275 Britannia Rd W Mississauga ON L5M 2G6,Restaurant,2021-01-13,
Mast Chaat and Falooda Cafe,B7-20 Rivermont Road Brampton L6V 6G7,Restaurant,2019-12-10,
Master Steaks,5895 Dixie Rd Mississauga ON L4W 1E8,Restaurant,2019-12-19,
Master's Celebration,2-503 Ray Lawson Blvd Brampton ON L6Y 0N2,Restaurant,2019-11-11,
Max's Diner,3B-975 Mid-Way Blvd Mississauga ON L5T 2C6,Restaurant,2020-10-01,
Mayfield Golf Club Restaurant,12552 Torbram Rd Caledon ON L7C 2S7,Restaurant,2019-09-13,
Maz Maz Shawarma,2-5945 Dixie Rd Mississauga ON L4W 1E8,Restaurant,2020-03-09,
Mazaj Lounge,"2, 3-1195 Meyerside Dr Mississauga ON L5T 1H3",Restaurant,2020-10-23,
Mazaya,6-5130 Dixie Rd Mississauga ON L4W 4K2,Restaurant,2020-03-09,
McDonalds,5085 Mayfield Rd Brampton ON L6R 3S9,Restaurant,2019-10-28,
McDonalds,18423 Hurontario Caledon ON L7K 0Y4,Restaurant,2020-01-09,
McDonald's,11670 Hurontario St Brampton ON L7A 1E6,Restaurant,2020-12-15,
McDonald's,3025 Clayhill Rd Mississauga ON L5B 4J2,Restaurant,2020-01-24,
McDonald's,1050 Dundas St E Mississauga ON L4Y 2B6,Restaurant,2021-01-12,
McDonald's,5995 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2019-09-04,
McDonald's,5310 Dixie Rd Mississauga ON L4W 1E3,Restaurant,2019-09-13,
McDonald's,6410 Millcreek Dr Mississauga ON L5N 3E7,Restaurant,2020-10-08,
McDonald's,2439 Steeles Ave Brampton ON L6T 5J9,Restaurant,2019-07-02,
McDonald's,5636 Glen Erin Dr Mississauga ON L5M 6B1,Restaurant,2019-12-10,
McDonald's,45 Mountainash Rd Brampton ON L6R 1W4,Restaurant,2020-01-17,
McDonald's,10565 Bramalea Rd Brampton ON L6R 3P4,Restaurant,2020-04-17,
McDonald's,1-670 Eglinton Ave W Mississauga ON L5R 3V2,Restaurant,2020-02-18,
McDonald's,601 Lakeshore Rd E Mississauga ON L5G 1H9,Restaurant,2019-11-12,
McDonald's,2965 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,2020-11-20,
McDonald's,30 Brisdale Dr Brampton ON L7A 3G1,Restaurant,2019-10-17,
McDonald's,12612 Hwy 50 Caledon ON L7E 1T6,Restaurant,2019-12-16,
McDonald's,6-2500 Hurontario St Mississauga ON L5B 1N4,Restaurant,2020-01-31,
McDonald's,50 Quarry Edge Dr Brampton ON L6V 4K2,Restaurant,2019-11-15,
McDonald's,30 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2020-01-07,
McDonald's,2800 Skymark Ave Mississauga ON L4W 5A6,Restaurant,2020-03-02,
McDonald's,6650 Meadowvale Town Centre Cir Mississauga ON L5N 2W7,Restaurant,2020-10-01,
McDonald's,930 Derry Rd E Mississauga ON L5W 1W7,Restaurant,2020-10-01,
McDonald's,1829 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2019-10-28,
McDonald's,344 Queen St E Brampton ON L6V 1B9,Restaurant,2020-02-25,
McDonald's,372 Main St N Brampton ON L6V 4A4,Restaurant,2019-11-28,
McDonald's,796 Burnhamthorpe Rd W Mississauga ON L5C 2R9,Restaurant,2020-02-04,
McDonald's,7050 McLaughlin Rd Mississauga ON L5W 1W7,Restaurant,2020-07-09,
Mcdonald's,3155 Argentia Rd Mississauga ON L5N 8E1,Restaurant,2019-11-12,
McDonald's,3510 Derry Rd E Mississauga ON L4T 3V7,Restaurant,2020-03-04,
McDonald's,160 Sandalwood Pky E Brampton ON L6Z 3S4,Restaurant,2020-01-10,
McDonald's,7690 Hurontario St Brampton ON L6Y 5B5,Restaurant,2019-09-27,
McDonald's,2255 Erin Mills Pky Mississauga ON L5K 1T8,Restaurant,2019-09-27,
McDonald's,44 Bristol Rd E Mississauga ON L4Z 3K8,Restaurant,2019-09-03,
McDonald's,Building B-235 Castle Oaks Crossing Brampton ON L6P 3X3,Restaurant,2019-12-20,
McDonald's,1256 Eglinton Ave W Mississauga ON L5V 1N3,Restaurant,2020-02-24,
McDonald's,2450 Queen St E Brampton ON L6T 3S1,Restaurant,2019-12-02,
McDonald's,46 Kennedy Rd S Brampton ON L6W 3R7,Restaurant,2019-10-04,
McDonald's,377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Restaurant,2019-10-11,
McKoy's Caribbean Fusion,B5-950 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2019-10-08,
Meadowvale Four Rinks,2160 Torquay Mews Mississauga ON L5N 2M6,Restaurant,2020-03-12,
Meadowvale Toyota - Sir Winston's Bistro Cafe,2950 Argentia Rd Mississauga ON,Restaurant,2020-02-20,
Meet Noodles,D103-104-1900 Fowler Dr Mississauga ON L5K 0A1,Restaurant,2019-09-20,
Mehak Sweets and Restuarant,2-10725 McLaughlin Rd Brampton ON L7A 3E5,Restaurant,2020-01-08,
Mehfill Indian Cuisine,79-81 Clarence St Brampton ON L6W 1S5,Restaurant,2021-02-05,
Melt N Dip,4-1018 Eglinton Ave E Mississauga ON,Restaurant,2020-02-21,
Meltwich,3-8225 Financial Dr Brampton ON L6Y 1M1,Restaurant,,
MELTwich Food Co,108-154 Queen St S Mississauga ON L5M 2P4,Restaurant,2020-10-27,
Menchie's Frozen Yogurt,3-2690 Erin Centre Blvd Mississauga ON L5M 5P5,Restaurant,2019-07-10,
Mercy's Catering,1-139 Devon Rd Brampton ON L6T 5L8,Restaurant,2020-02-05,
Mi Churros,B-22 Main St S Brampton ON L6W 2C3,Restaurant,2019-05-13,
Mia Italian Restaurant,2-1885 Drew Rd Mississauga ON L5S 1J5,Restaurant,2019-10-30,
Michael's Back Door Restaurant,3-1715 Lakeshore Rd W Mississauga ON L5J 1J4,Restaurant,2020-02-19,
Midici,FM07-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-10-28,
Midway Invader Inc,6809 Invader Cres Mississauga ON L5T 2B7,Restaurant,2019-06-07,
Miga Korean & Japanese BBQ Restaurant,2382 Dundas St W Mississauga ON L5K 1R7,Restaurant,2019-12-16,
Mi'Hito Sushi Laboratory,4-90 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2019-12-13,
Mikey's Bistro,65-2 County Court Blvd Brampton ON L6W 3W8,Restaurant,2019-12-05,
Milan,16-14 Lisa St Brampton ON L6T5R2,Restaurant,2019-09-04,
Milan Ice Cream & Paan,14-15-3899 Trelawny Cir Mississauga ON L5N 3S3,Restaurant,2019-11-05,
Milestones,3051 Vega Blvd Mississauga ON L5L 5Y3,Restaurant,2019-11-13,
Milestones,730 Matheson Blvd W Mississauga ON L5R 3T2,Restaurant,2019-11-12,
Mill St Brewery - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-10-23,
Millcroft Inn - Restaurant,55 John St Caledon ON L7K 0C4,Restaurant,2019-12-03,
Million Dollar Restaurant,7222 Torbram Rd Mississauga ON L4T 3V2,Restaurant,2019-06-06,
Minar Fine Indian Cuisine Inc,19-284 Orenda Rd W Brampton ON L6T 5S3,Restaurant,2020-02-06,
Ming Room,1 & 3-6461 Mississauga Rd Mississauga ON L5N 1A6,Restaurant,2019-09-11,
Ming Wok Chinese Food,45-4141 Dixie Rd Mississauga ON L4W 1V5,Restaurant,2020-08-06,
Mint Leaf Sweets and Restaurant,15 & 16-12570 Kennedy Rd Caledon ON L7C 4C4,Restaurant,2020-10-07,
Mirch Masala,19-263 Queen St E Brampton ON L6W 4K6,Restaurant,2020-02-25,
Mississauga Marketplace Fish & Chips and Seafood Restaurant,C-6-4555 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-03-10,
Mississauga Sweets,13-7033 Telford Way Mississauga ON L5S 1V4,Restaurant,2020-09-18,
Modka Cafe,16-5225 Orbitor Dr Mississauga ON L4W 4Y8,Restaurant,2020-11-24,
Molisana Bakery,1-1474 Pickwick Dr Mississauga ON L5V 2G2,Restaurant,2020-03-05,
Molisana Bakery,4-2 Philosophers Trail Brampton ON L6S 4C9,Restaurant,2020-01-16,
Momiji Sushi Restaurant,4 & 5 - 1801 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2020-01-14,
Momos N Tacos,7-2565 Steeles Ave E Brampton ON L6T 4L6,Restaurant,2021-01-25,
Mom's Kitchen at Keromina Restaurant,1245 Eglinton Ave W Mississauga ON L5V 2M4,Restaurant,2020-02-06,
Mom's Recipe Chicken,D2B-888 Dundas St E Mississauga ON L4Y 4G6,Restaurant,2019-10-10,
Monasaba,11-2273 Dundas St W Mississauga ON L5K 2L8,Restaurant,2019-09-23,
Mondello Ristorante,127 Queen St S Mississauga ON L5M 1K9,Restaurant,2019-12-03,
Monsoon Restaurant & Bar,1-945 Peter Robertson Blvd Brampton ON L6R 2R6,Restaurant,2020-01-30,
Montana's BBQ & Bar,170 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2020-02-27,
Montana's BBQ and Bar,9075 Airport Rd Brampton ON L6S 0B8,Restaurant,2019-11-18,
Montana's Cookhouse,3065 Argentia Rd Mississauga ON L5N 8E1,Restaurant,2020-01-29,
Montana's Cookhouse,1495 Aerowood Dr Mississauga ON L4W 1C2,Restaurant,2019-12-09,
Montana's Cookhouse,60 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2019-11-08,
Monte Carlo Billiards,4A-6 1590 Dundas St E Mississauga ON L4X 2Z2,Restaurant,2020-01-15,
Montfort Restaurant,1-60 Dundas St E Mississauga ON L5A 1W4,Restaurant,2020-03-11,
Montreal Deli Family Restaurant,2055 Dundas St E Mississauga ON L4X 2V9,Restaurant,2019-12-09,
Moon Sushi,D108-D109-1900 Fowler Dr Mississauga ON L5K 0A1,Restaurant,2020-03-13,
Mooonrice South Indian & Ceylon Restaurant,109-3050 Confederation Pky Mississauga ON L5B 3Z6,Restaurant,2019-11-29,
Morals Village/Dagu Rice Noodle,1-3-1177 Central Pkwy W Mississauga ON,Restaurant,2019-11-11,
Mount Alverno Luxury Resorts,20706 Heart Lake Road Caledon ON L7K 2A9,Restaurant,2020-12-11,
Mount Vesuvio's Ristorante,91 George St S Brampton ON L6Y 1P4,Restaurant,2019-11-19,
Moxie's Classic Grill,75 Annagem Blvd Mississauga ON L5T 2Y3,Restaurant,2020-02-18,
Moxie's Classic Grill,56 Peel Centre Dr Brampton ON L6T 0E2,Restaurant,2019-10-07,
