name,address,city,postal_code,latitude,longitude,stars,is_open,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,OutdoorSeating,categories,business_id
Pain Perdu,3185 Yonge Street,Toronto,M2N 7J7,43.7274988,-79.4026632,4.5,0,3,False,False,False,"French, Restaurants",ebYONOzrccwssIuAbY1B7w
Pulcinella,3687 Lakeshore Boulevard W,Etobicoke,M8W 1P7,43.5932981,-79.5378637,3.5,1,3,False,False,True,"Restaurants, Italian",vxTV73VIhjskiFcI-9zLOg
Saturday Dinette,807 Gerrard Street  E,Toronto,M4M 1Y6,43.6670659,-79.3452638,4,0,2,False,False,False,"Restaurants, Local Flavor, Diners, Comfort Food",D4mjIxNRmC7ZTlLFVxSyuQ
The Nilgiris,4525 Ebenezer Road,Brampton,L6P 2K8,43.7725018898,-79.6615832672,2.5,1,1,True,False,False,"Indian, Restaurants",D7LtO9PvVXfQjrDLZ2gxeg
Soul Jerk,3125 Dufferin Street,Toronto,M6A 2S9,43.71456104,-79.4548845927,3,0,1,True,False,False,"Caribbean, Soul Food, Restaurants",GwbKZhWqzZE4C_K1prXbAA
Yiu's Chinese Cuisine,50 Bur Oak Avenue,Markham,L6C,43.8891301,-79.3148597,3,0,1,True,False,False,"Fast Food, Chinese, Restaurants",gdAzvrNVrVClYMONc__SvQ
FuZen,132 Front Street E,Toronto,M5A 1E2,43.6502552597,-79.3694080024,3.5,1,2,True,False,False,"Sushi Bars, Restaurants, Japanese",5P2cIEeY8YJ0xDIfSgeXWg
Pizzaiolo,745 Mount Pleasant,Toronto,M4S 2N4,43.7073855168,-79.3895753669,2.5,1,2,True,True,False,"Vegan, Gluten-Free, Pizza, Food, Restaurants",fzfbN0UZPtricqlB_Cy27A
Poke Wrap,354 Yonge Street,Toronto,M5B 1S5,43.6580847,-79.3819495,4,1,2,True,True,False,"Restaurants, Hawaiian, Poke, Food, Fast Food",YXjD1_p0mvZkdI8S_RKdnA
Nataraj Indian Cuisine,394 Bloor Street W,Toronto,M5S 1X4,43.6660632,-79.4071762,4,0,2,True,NA,False,"Pakistani, Middle Eastern, Indian, Restaurants",GG4qRCnxiChJTswr602R4g
Suvaiyakam Restaurant,2950 Birchmount Road,Scarborough,M1W 3G5,43.7993396,-79.3066353,4.5,1,1,True,False,NA,"Indian, Restaurants, Sri Lankan",kbSSGo6zRPSdBT-CwG2cNg
Pita Q Restaurant,"750 Spadina Avenue, Unit 3",Toronto,M5S 2J2,43.6665221519,-79.4042044104,3,1,1,True,False,True,"Restaurants, Greek, Mediterranean, Middle Eastern",k1luUes-twOcLWEMzpLZ_w
Shoeless Joe's Sports Grill - Whitby,"75 Consumers Drive, Bldg. B Unit 1",Whiitby,L1N 1C4,43.869696,-78.912635,2.5,0,2,True,False,True,"Canadian (New), Bars, Sports Bars, Restaurants, Wigs, Beer Bar, Chicken Wings, Burgers, Nightlife, Shopping",jurypgAYmCOd69X69nTbDA
Falafel Queen,576 Queen St W,Toronto,M5V 2B5,43.6474458,-79.4036775,3,0,1,True,False,False,"Mediterranean, Falafel, Middle Eastern, Restaurants",lF5m5NQePUtZidiRzNOVNQ
FUEL+,471 Church Street,Toronto,M4Y 2C7,43.6644561,-79.380257,4.5,1,2,True,True,False,"Cafes, Juice Bars & Smoothies, Specialty Food, Coffee & Tea, Food, Organic Stores, Restaurants",kd1NhNWvWo5AhBUSaGeSiw
Bang Sue Bar,11 Charlotte Street,Toronto,M5V 2H5,43.6464107,-79.3934801,4,1,2,NA,NA,NA,"Cocktail Bars, Beer Bar, Nightlife, Bars, Thai, Restaurants",I_DEYAFFpAZA0cd4ogza3A
Congee King Restaurant,4271 Sheppard Avenue E,Scarborough,M1S 4G4,43.7854895,-79.2757641,3,0,2,True,False,False,"Restaurants, Chinese",8TpKY3zo6UzG3SVk6a-FRg
Pizza Nova,1500 Royal York Road,Etobicoke,M9P 3B6,43.692127,-79.532028,3.5,1,1,True,True,NA,"Pizza, Restaurants, Food",1Wwf8jv6CN-6Q3nkKi4aEg
Wendy's,5250 Dundas Street West,Etobicoke,M9B 1A9,43.6384005,-79.5389612,3,1,1,True,False,False,"Fast Food, Restaurants, Burgers",XmLh2lAVaX1XseJ09TNpOQ
Island Foods,275 Dundas Street West,Toronto,M5T 1G1,43.6544272,-79.3903373,4.5,0,1,True,NA,False,"Caribbean, Restaurants",93Tav1E0v-xVIX62QmGR9A
Verdi,1566 Bayview Avenue,Toronto,M4G 3B7,43.7053969,-79.3752902,3.5,1,2,True,False,True,"Italian, Pizza, Restaurants",ofUx7sIRMBfIAnx_Qb6Klw
Basil Box,"105 The Pond Road, Unit R30",Toronto,M3J 2S5,43.76997,-79.50187,4,1,NA,True,True,False,"Gluten-Free, Restaurants, Vietnamese, Thai",-tyCz-XsYTKfTWAVT2HW1g
Ho Garden Chinese Restaurant,9255 Woodbine Ave,Markham,L6C 1Y9,43.8700544727,-79.3608999252,2.5,1,1,True,False,False,"Restaurants, Chinese",VC-S7T5aSOP9HTKu_TNHKA
Soul Cafe,23 Spring Garden Avenue,Toronto,M2N 7M2,43.7644729,-79.410352,3.5,1,2,True,False,False,"Food, Desserts, Restaurants, Cafes",vlT0hItbmwjAMQsExUcymg
Grass Mountain Villa,3555 Don Mills Road,North York,M2H 3N3,43.7941901,-79.3544105,3,0,2,True,NA,False,"Restaurants, Dim Sum, Chinese",i9B6_kxVwunw23TCI_BEtw
Liuyang Steamed Dishes,25 Spring Garden Avenue,Toronto,M2N 3G1,43.7644706,-79.4103279,2,0,2,True,True,NA,"Chinese, Restaurants",rH7HQC7_t3hksLUiK-Lj_w
Bar Salumi,1704 Queen Street W,Toronto,M6R 1B2,43.639038,-79.445148,4,0,3,False,False,False,"Pizza, Restaurants, American (New)",5aBEf-LO_mic_CMqLLbDaA
Gyu-Kaku Japanese BBQ,81 Church Street,Toronto,M5C 2G2,43.6516056,-79.3748812,4,1,2,True,False,False,"Restaurants, Asian Fusion, Barbeque, Japanese",n2NRR4N-kmeDvhHJivHGkA
The Kakori Indian Mughlai Cuisine,"2911 Eglinton Ave west, Unit 2",Mississauga,L5M 6J3,43.5516222,-79.7165437,4.5,1,NA,True,False,NA,"Indian, Restaurants",a3jypX3OwPo2E-ty3Zc2Hw
Sunny Bay,10610 Bayview Avenue,Richmond Hill,L4C 0M9,43.890252033,-79.4189710915,3.5,0,2,True,True,NA,"Restaurants, Chinese",qj_cRz1mXF5Jg8IwpLExLw
Spicy Dragon,1060 Kennedy Road,Toronto,M1P,43.7488671,-79.2754683,3.5,1,1,True,False,False,"Restaurants, Food Delivery Services, Chinese, Food, Indian",Qzq-m_TKJ-Iv1BmYLcjlVA
Yunshang Rice Noodle,"5285 Yonge Street, Unit 5",Toronto,M2N 5R3,43.7726441,-79.4134515,4,1,2,True,True,False,"Noodles, Restaurants, Chinese, Soup",3M35_fZ4jp9K502AHHtF4g
Antler Kitchen & Bar,1454 Dundas Street West,Toronto,M6J 1Y6,43.6497653,-79.4306205,4.5,1,3,False,False,False,"Canadian (New), Restaurants",qPVqfJAzC8APF8aWGBtFRA
Burger King,100 Eglinton Square,Scarborough,M1L 2K1,43.72524,-79.298012,3.5,1,1,True,False,False,"Restaurants, Hot Dogs, Burgers, Fast Food",3KBTVrOQB_uTqS-9cQcQ7w
Popeyes Louisiana Kitchen,1530 Albion Road,Etobicoke,M9V 1B4,43.7416967,-79.5843792,2.5,1,NA,True,False,NA,"Cajun/Creole, Restaurants, Fast Food, Chicken Wings",-mgzaHUxD4I9Ss91KBGOyw
Tinh Tam Trai,"3255 Rutherford Road, Unit 10",Vaughan,L4K 5Y5,43.827523194,-79.5401382209,4.5,1,1,True,True,False,"Vegan, Vegetarian, Vietnamese, Restaurants",-VaOrwywNOhgRsfxhb4Aug
Park Place Italian Restaurant,8700 Dufferin Street,Concord,L4K 4S6,43.8286489,-79.4804934,3.5,1,NA,NA,NA,NA,"Restaurants, Italian",vB-cjd7C7nSGO1V9ckHB8A
Thai Express,100 City Centre Drive,Mississauga,L5B 2C9,43.5937883839,-79.6464157104,3,1,1,True,False,False,"Thai, Restaurants",Kk-M_DxsopNE_hSNKhigNg
It'z A Wrap,7 Mercer Street,Toronto,M5V 1H2,43.6457583,-79.390203,5,0,1,NA,NA,False,"Restaurants, Sandwiches",ckrkcoE4yxEJwj2o65MP_g
Caledon's Curry and Cocktail,18 King Street E,Bolton,L7E 1E8,43.8797295417,-79.7379146082,4.5,1,NA,NA,NA,NA,"Restaurants, Indian",RSc_4XB40wIP512tFSKOsg
Colette Grand Cafe - Yorkdale,3401 Dufferin Street,Toronto,M6A 2T9,43.7251083,-79.4528087,3,1,NA,NA,NA,True,"Cafes, Restaurants",NLbeb563AdMiUcUlBR-FAg
Cactus Club Cafe,"25 The West Mall, Ste 700",Toronto,M9C 1B8,43.6129439368,-79.5599403109,4,1,2,True,NA,True,"Nightlife, Canadian (New), Restaurants, Bars, Cocktail Bars",tHjRafhkBKYDdlKAD7Dntg
L'Ouvrier,791 Dundas Street W,Toronto,M6J 1V1,43.6518201,-79.4077955,4,0,2,False,False,False,"Restaurants, American (New), Canadian (New), Breakfast & Brunch",87llFIHPxwvqmvOVLlMi6A
Chatime - Richmond Hill,9350 Yonge Street,Richmond Hill,L4C 5G2,43.855456,-79.43634,3,1,1,True,True,False,"Food, Tea Rooms, Coffee & Tea, Taiwanese, Restaurants",fk3yYjWJPtl0HEn0lJR3qg
ABBIOCCO,588 College Street,Toronto,M6G 1B3,43.6552816,-79.413522,1,0,2,False,False,True,"Nightlife, Seafood, French, Restaurants, Wine Bars, Food, Cocktail Bars, Desserts, Bars, Italian",IZ0c8VGiDeURttERwuxuqg
Ace & Ale Tap House,566 Queen Street W,Toronto,M5V 2B5,43.6473239,-79.4034283,3.5,0,2,False,False,False,"Restaurants, Food, Bars, Hungarian, Beer, Wine & Spirits, Pubs, Nightlife",mdEkl6kDxMrg-n5s6y6Zhw
Booster Juice,"Pearson Airport, Terminal 1 Near Gate F57",Mississauga,L5P 1B2,43.683982527,-79.6107560715,2.5,1,1,True,False,NA,"Food, Juice Bars & Smoothies, Vegetarian, Restaurants",mhzVXVABAyUytXKeGl2-xA
Mika Sushi,3307 Sheppard Avenue E,Scarborough,M1T 3K2,43.7777923338,-79.3087818298,4,1,1,True,True,False,"Juice Bars & Smoothies, Bubble Tea, Restaurants, Food, Sushi Bars",8_SD9VotY6gF2cfR7HZnIA
McDonald's,3320 Steeles Ave W,Vaughan,L4K 1A2,43.7740333,-79.530903,2.5,1,1,True,False,False,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food",i41nVaAM_MlnJDQax4RMAw
Shoku Raku,"478 Dundas Street W, 2nd Floor",Toronto,M5T 1H1,43.6534223,-79.39703,1.5,0,1,True,False,False,"Japanese, Restaurants, Ramen",_gTCSiYSQtRNSTmKiMOe4Q
Goods & Provisions,1124 Queen Street E,Toronto,M4M,43.6622969,-79.3351969,4,1,2,False,False,False,"Nightlife, Restaurants, French, Gastropubs, Bars",XLc5WIzafCocqsycQhvEPw
Raw Juice Guru,3324 Dundas Street W,Toronto,M6P 2A4,43.6657647,-79.4809189,3,1,3,False,NA,NA,"Food, Live/Raw Food, Restaurants, Juice Bars & Smoothies",EYP47KQm-BR6VMvIOoV0hA
Flo's Diner,70 Yorkville Avenue,Toronto,M5R 1B9,43.6715929,-79.3908687,3.5,1,2,True,False,True,"Diners, Restaurants, Breakfast & Brunch, Burgers",XvUu2SolFWL94EPEBrjEYQ
Kimpo,"9625 Yonge St, Unit J",Richmond Hill,L4C 5T2,43.86201,-79.4326758,4,0,2,True,False,False,"Vietnamese, Restaurants",VL9OCgo0YAQildndLGnPjg
Tinnels West Indian Take-Out,53 Kennedy Road N,Brampton,L6V 1X6,43.697012,-79.751873,3.5,1,1,True,False,False,"Caribbean, Restaurants, Middle Eastern, Pakistani, Indian",MZgIUrRRF3AuTLzbSgGEIw
Swiss Chalet Rotisserie & Grill,3737 Rutherford Road,Vaughan,L4L 1A6,43.8256921587,-79.5555506712,2.5,1,2,True,True,False,"Food Delivery Services, Food, Restaurants, Comfort Food, American (Traditional), Canadian (New)",MhNI5iu6nBFxPGav6Wt4Sw
Tim Hortons,334 Bloor Street W,Toronto,M5S 1W9,43.6667303,-79.4041099,3,1,1,True,False,False,"Coffee & Tea, Restaurants, Cafes, Food",tGA6DQqySVxIs4AN9Op_aQ
The Keg Steakhouse + Bar - Richmond Hill,162 York Blvd.,Richmond Hill,L4B 3J6,43.8483184,-79.3757322,4,1,3,True,False,True,"Steakhouses, Nightlife, Seafood, Bars, Restaurants",HloEEXm_QzEpycuwA_RtQA
Fattoush Mediterranean Grill,"17 Ray Lawson Boulevard, Unit 2",Brampton,L6Y 5L7,43.6577117,-79.7238767,4,1,NA,NA,NA,NA,"Mediterranean, Halal, Restaurants",L3r41ek26f6E1rRFa39fGg
Hamish's Kitchen Restaurant,641 Pharmacy Avenue,Scarborough,M1L 3H3,43.7109437,-79.2908072,4,0,2,True,False,False,"Seafood, Restaurants",7LlaH9Tw9H4sYv5kEii_Nw
Harvey's,6430 Erin Mills Parkway,Mississauga,L5N 3P3,43.5869306389,-79.742984689,3.5,1,1,True,False,True,"Burgers, Restaurants, Fast Food, American (Traditional)",09JS2vuO3jakC9dWjefVxg
Dairy Queen Grill & Chill,1248 Dundas St E,Mississauga,L4Y 2C1,43.6057436,-79.5857937,1.5,1,1,True,False,True,"Restaurants, Fast Food, Food, Patisserie/Cake Shop, Ice Cream & Frozen Yogurt, Desserts",B2HaCyvSKpPO9il3MdCuHQ
Sheesha Lounge and Cafe,901 Bloor Street W,Toronto,M6G 3T6,43.6618191,-79.4263653,2.5,0,2,NA,False,False,"Lounges, Vape Shops, Shopping, Restaurants, Bars, Nightlife, Coffee & Tea, Food",-wacMjBR6_gz1AAGlulSDQ
LOL Grill & Bar,6347 Yonge Street,Toronto,M2M 3X7,43.7961479,-79.4191759,2,0,3,False,False,True,"American (Traditional), Restaurants, Pubs, Barbeque, Nightlife, Lounges, Bars",ZOyBejO3lpOTx5CKQuyr_g
Pita & Grill,"2501 Hampshire Gate, Unit 2",Oakville,L6H 6C8,43.5201394224,-79.682624462,4,1,1,True,True,False,"Lebanese, Mediterranean, Restaurants, Halal, Middle Eastern",fDjAo2ZRZYSgVEmOhDIYeg
Ray's Café,550 Finch Avenue,Pickering,L1V 6T7,43.8377595,-79.1324881,4.5,0,2,True,False,False,"Cafes, Restaurants",76BugM9mKeUBVniCII-NSQ
Destingo,741 Queen Street W,Toronto,M6J 1E5,43.6465726,-79.4070247,3,0,2,True,False,True,"Italian, Restaurants",ow3oP3cfmhlfmSsGaXe25Q
Verdant Garden Chinese Restaurant,668 Silver Star Boulevard,Toronto,M1V 5N1,43.8230942064,-79.3010709062,2.5,0,2,True,False,False,"Restaurants, Chinese",XT_ylW8v79TN1RWzHV0EjQ
Mucho Burrito,6714 Kingston Road,Toronto,M1B,43.7975883246,-79.1494368642,3,1,1,True,False,True,"Imported Food, Food, Restaurants, Specialty Food, Ethnic Food, Mexican",hxEzLvZncAaPyXW_0atsKQ
Viet Delight,235 Bayly Street W,Ajax,L1S 3K3,43.8419677,-79.0265046,3.5,0,1,True,False,False,"Vietnamese, Restaurants",gR2shNFFQDE00wjh_DEqcw
Basil Box,5607 Yonge Street,North York,M2M 3S9,43.7800082232,-79.415291436,4,1,NA,True,True,False,"Thai, Vietnamese, Salad, Restaurants, Gluten-Free",tNEHvrlyvy4N-9ryAaI7ag
Wraps On The Go,"Cumberland Terrace, 2 Bloor Street W",Toronto,M4W 3E2,43.671094600000004,-79.3874456,4.5,1,1,True,False,False,"Soup, Event Planning & Services, Sandwiches, Coffee & Tea, Food, Cafes, Caterers, Salad, Restaurants",BuDVheoOrFYF_EomdcUeWQ
The Pickle Barrel,5941 Leslie Street,North York,M2H 1J8,43.7994826,-79.3690124,2.5,1,2,True,True,True,"Restaurants, American (Traditional)",eGWHBdETGp1ZjicMPlEEwA
Home Made Fresh Soya Bean Milk,3081 Hurontario Street,Mississauga,L5A 2G9,43.5822102711,-79.6185692138,5,1,NA,NA,NA,NA,"Vegetarian, Restaurants",bBbqaWssI_mVbrkgWBsVkw
Sugar Sweet Cafe,4911 Steeles Avenue E,Scarborough,M1V 4J2,43.8270156,-79.2914021,3.5,1,1,True,False,False,"Chinese, Breakfast & Brunch, Food, Coffee & Tea, Cafes, Restaurants",hsgRNkXFMCqzO7nPRB3yJQ
Ivory Thailand,81 Church St,Toronto,M5C 2G2,43.6517653,-79.3750185,3.5,0,2,True,NA,False,"Restaurants, Thai",wYFQMJytgwoMuan0Aa4ByA
Harbord House,150 Harbord Street,Toronto,M5S 1H2,43.6624538,-79.4054763,3.5,1,2,True,False,True,"American (New), Restaurants, Canadian (New), Nightlife, Bars, Pubs",kaW97gZXyGMdkedZNdQuew
China Wok,123 Queen Street W,Toronto,M5H 3M9,43.6511809,-79.3842377,4.5,1,NA,NA,NA,NA,"Chinese, Restaurants, Fast Food, Food Court",D2loJREaIqjam3ct5q2Hcg
Dani Sushi Japanese & Korean Restaurant,3423 Lake Shore Boulevard W,Toronto,M8W 1N2,43.5954378212,-79.5286374939,4.5,1,2,True,False,False,"Japanese, Korean, Restaurants",cAj-wwzw8HhwpHDtF_zLhA
Vindaloo Express Indian Cuisine,283 Morningside Avenue,Scarborough,M1E 3G1,43.7718581,-79.1868161,4.5,1,NA,NA,NA,NA,"Restaurants, Indian",eHWnfhh6vv2xpGNY3-gbCA
Rustic Owl,993 Bloor Street W,Toronto,M6H 1M1,43.6609485,-79.4299513,3,0,1,True,False,False,"Shopping, Coffee & Tea, Cafes, Art Galleries, Restaurants, Arts & Entertainment, Food, Breakfast & Brunch",ZiD-51ZPmx682EItg6Y3jA
The Pie Shack,2305 Queen Street E,Toronto,M4E 1G7,43.6716764,-79.2916574,4.5,0,2,True,NA,False,"Coffee & Tea, Food, Desserts, Restaurants",OhA9bbcQ20X2g5Iwq9Hzyw
Clarkson Fish & Chips,1848 Lakeshore Rd W,Mississauga,L5J 1J7,43.5149203,-79.6249833,4,1,1,True,False,False,"Restaurants, Seafood",AuP9DXb_T8A1I_9E_6DOMw
Green Curry,200 Front Street W,Toronto,M5V 3K2,43.6449355,-79.386151,3.5,1,1,True,NA,NA,"Restaurants, Thai, Specialty Food, Ethnic Food, Chinese, Food, Imported Food",FSuV_LwkREet6LWpJzJxdA
Chicago Eatery,919 Pape Avenue,Toronto,M4K 3V3,43.6854662,-79.3468637,4.5,0,2,False,True,True,"American (Traditional), Restaurants, Comfort Food",_fHe9-9Ri_6U9XYP-J1JrA
Taftan Kebab,"9625 Yonge Street, Unit 11",Richmond Hill,L4C 5T2,43.8617054,-79.4334211,3.5,1,2,True,False,False,"Food, Ethnic Food, Specialty Food, Restaurants, Middle Eastern, Persian/Iranian, Afghan",hn4Pk40aKTniyYtRwhflpQ
Ziggy's Middle Eastern & Vegetarian Foods,792 Bathurst Street,Toronto,M5R 3G1,43.6653686,-79.4115376,4,1,1,True,NA,False,"Mediterranean, Middle Eastern, Halal, Restaurants",y9O_HuG9yebxeXLvqbZkUA
Joe's Pizzeria and Spaghetti House,37 McMurchy Avenue S,Brampton,L6Y 1Y5,43.6785209,-79.7626595,2.5,1,2,True,True,False,"Restaurants, Pizza",v_SAvFcTIujAnL7VKg2u7Q
The Green Wood,1402 Queen Street E,Toronto,M4L 1C9,43.6648233,-79.3242952,4,1,2,True,True,True,"Breakfast & Brunch, Pubs, Restaurants, Canadian (New), Bars, Coffee & Tea, Nightlife, Food",k8vdpo7cRgg4CtRcxYEfrw
Plancha,100 City Centre Dr,Mississauga,L5B 2C9,43.5930786092,-79.6424909681,4,1,NA,NA,NA,NA,"Mediterranean, Arabian, Restaurants, Breakfast & Brunch",PCZB-GAkrxzO0wEnwvozxA
Pizza Pizza,260 Church Street,Toronto,M5B 1Z2,43.6563207,-79.3773755,3,1,NA,True,True,False,"Restaurants, Chicken Wings, Pizza, Italian",eFU7lA-WXAMAEGo0yDrMLQ
Hrvati Bar,690 Euclid Avenue,Toronto,M6G 2V3,43.6647129013,-79.4151395559,3.5,0,2,NA,NA,True,"Bars, Restaurants, Nightlife, Burgers",5x2dxg4LD0jgSBypGrUePw
Oliver's Gone Italian,"6155 Tomken Road, Unit 1",Mississauga,L5T 1X5,43.6493753,-79.6615253,4,1,2,True,True,False,"Pubs, Burgers, Gastropubs, Chicken Wings, Food, Restaurants, Italian, Bars, Seafood, Beer, Wine & Spirits, Nightlife, Steakhouses",DhG5IZrfdnA19ZAyU475Jw
River Towne Deli,510 Queen St E,Toronto,M5A 1V2,43.6570353,-79.3585676,4,1,1,True,False,True,"Delis, Sandwiches, Restaurants",9LtPr28HFXrISzNlJnRvjQ
Kore Chicken,"28 South Unionville Avenue, Unit 10",Markham,L3R 4P9,43.8558089566,-79.3042279216,4.5,1,2,True,True,False,"Restaurants, Korean, Japanese, Chicken Wings",HhX3-S8HTyJ9zF2jk4HCGw
Freshii,7-150 N Queen St,Etobicoke,M9C 1A8,43.6193762011,-79.554612413,3.5,1,2,True,True,False,"Vegetarian, Salad, Food, Juice Bars & Smoothies, Soup, Restaurants, Mexican, Mediterranean, Fast Food",CVjY7vyjuPWujmqs7D-S6g
Halibut House Fish and Chips,85 Kingston Road E,Ajax,L1S 7J4,43.861524447,-79.0192257188,3.5,1,2,True,True,False,"Restaurants, Fish & Chips, Seafood, Breakfast & Brunch",Cfl7UXP4YoctL5RTKksDdQ
Oh Bombay,360 Dundas Street E,Oakville,L6H 7E3,43.4872388,-79.7166125,3,0,1,True,True,False,"Indian, Restaurants",4XidzcqRVaa-O2ogsW6WPg
Thai Noodle,147 Baldwin Street,Toronto,M5T 1L9,43.6549918,-79.3994692,4,0,2,True,False,False,"Thai, Restaurants",wQKMfDjt2IDgZVtIPc7F5g
Chu Resto,639 Yonge Street,Toronto,M4Y 1Z9,43.6677096042,-79.3855246156,2.5,0,NA,NA,NA,NA,"Chinese, Restaurants",5FWxrmh4QWTVpBIZldvYLQ
Tappo Wine Bar & Restaurant,55 Mill Street,Toronto,M5A 3C4,43.6497181,-79.3593,3,0,3,False,False,True,"American (New), Restaurants, Italian, Nightlife, Bars, Wine Bars, Religious Organizations, Canadian (New)",9UX9_Vec2gxrrHvBjdzXgQ
La Guanaquita,284 Orenda Rd,Brampton,L6T 4X6,43.7006951,-79.7137826,4,1,NA,NA,NA,NA,"Restaurants, Latin American, Salvadoran",8GbmkBTmEDLQS44hLoGWew
Steve's Family Restaurant,3788 Bathurst St,Toronto,M3H 3M9,43.7385253,-79.4343161,3,0,2,True,False,True,"American (Traditional), Restaurants",9cM7MCXiHuosXpD-z-ozZQ
Pizzaiolo,3339 Bloor St W,Etobiicoke,M8X 1E9,43.6449557718,-79.5215109135,3.5,1,NA,True,True,NA,"Gluten-Free, Vegan, Pizza, Restaurants",JHj_NvrGZ-hdaaJ0bx8s-g
Noodle Delight,2555 Victoria Park Avenue,Scarborough,M1T 1A3,43.7730288,-79.3214492,3,1,1,True,False,False,"Imported Food, Restaurants, Chinese, Specialty Food, Ethnic Food, Food",JethT5yt9ju6MGK8-N3oPg
CoCo,"30 Eglinton Avenue W, Suite 6",Mississauga,L5R 3E7,43.6056233,-79.6526801,4,1,1,True,NA,False,"Coffee & Tea, Juice Bars & Smoothies, Food, Restaurants, Cafes, Bubble Tea",X_Pg8SvGGYhCxwWRkrUv3Q
Asian Fusion 168,2138 Royal Winsor Drive,Mississauga,L5J 2Y4,43.5110239713,-79.6309204787,4,0,1,True,True,False,"Asian Fusion, Restaurants",PBcV8qo8ot9Sx0LuvgLc7g
New City Pizza,80 Pertosa Drive,Brampton,L6X 5E9,43.681599,-79.8049406,2.5,1,NA,NA,NA,NA,"Restaurants, Pizza",16LEcrRHBYSsgmlTiwQbmA
Peter Pan Bistro,373 Queen Street W,Toronto,M5V 2A4,43.6491624,-79.3934448,3.5,1,2,True,False,True,"Mediterranean, Cocktail Bars, American (New), Canadian (New), French, Restaurants, Wine Bars, Nightlife, Bars, Bistros",ucgzkl7atsBMGu4gGpmHfw
Lucky Dice Restaurant,2868 Lake Shore Boulevard W,Etobicoke,M8V 1J2,43.6014661,-79.5032756,3,1,2,True,False,False,"Canadian (New), Restaurants",b7LxeyuRHqRQH-qB61-guA
Pho Pad Thai,"20 Apple Creek Boulevard, Unit 2",Markham,L3R 5Z1,43.857594,-79.357332,4,1,2,True,False,False,"Vietnamese, Restaurants, Thai",5CdMd2cmONeVqkWx_DNfAA
Akai Sushi,168 Major Street,Toronto,M5S 2L3,43.6626017,-79.405094,4,1,2,True,False,False,"Japanese, Sushi Bars, Restaurants",MNIIRlWXotubOauSksv9AQ
Fat Bastard Burrito,808 York Mills Road,Toronto,M3B 1X8,43.7541178,-79.3579634,2.5,1,2,True,False,False,"Restaurants, Fast Food, Mexican",FuMc84iDRyPHD8tpkME0yA
Boomerang Grill,105 Dundas Street W,Whitby,L1N 2M1,43.8795880079,-78.9428199828,3.5,0,2,True,True,False,"Burgers, Breakfast & Brunch, American (Traditional), Cafes, Barbeque, Restaurants",sxJj6cTyOqalI5QZFRUqAQ
Apollo Bakery and Grill,1018 Eglinton Avenue E,Mississauga,L4W 1K3,43.6272457288,-79.6288245257,4,0,2,True,False,False,"Bakeries, Food, Middle Eastern, Restaurants, Mediterranean",qRQQB0zwAChuhAnQJzsofA
The Real Jerk,1004 Kingston Road,Toronto,M4E 1T2,43.680895,-79.2856499,3,1,2,True,True,False,"Restaurants, Caribbean",UkbIKrtTDHW8DFNJYJ5yEQ
Tropical Island Caribean Restaurant,"5731 Highway 7, Unit 2",Vaughan,L4L 4Y9,43.7744178454,-79.6128808069,4.5,1,2,True,True,False,"Restaurants, Caribbean",nfEvPIzk5t6qMZ0rstY6Yw
Aroma Espresso Bar,120 Lynn Williams Street,Toronto,M6K 3P6,43.6389539047,-79.4178445594,3,1,2,True,False,True,"Cafes, Restaurants",q9kVbGaUwsalkhyFJdNQ0Q
Glow Press,"Yorkdale Shopping Centre, 3401 Dufferin Street",Toronto,M6A 2T9,43.7232267817,-79.4565582275,3,0,NA,True,NA,NA,"Restaurants, Canadian (New), Food",-9NsB0DPOp1fG5FvE3iAcg
Big Bite Burrito,"4045 Sheppard Avenue, Scarborough",Toronto,M1S 1S6,43.7833779,-79.2864764,3,0,2,True,False,False,"Restaurants, Mexican",K_sbl7yJnDE-zqkGB7NxeA
Java Joe's,9140 Leslie St,Richmond Hill,L4B,43.8572892,-79.3863709,4.5,0,1,True,False,NA,"Coffee & Tea, Restaurants, Delis, Sandwiches, Food",SULcDxEiJpN45nxPd6VwZg
Caribbean Heat,985 Brock Road,Pickering,L1W 3A4,43.8328136,-79.0667565,4,1,2,True,NA,False,"Restaurants, Caribbean",nw8iJ_fpbhumzx5tMmywyQ
3 For 2 Pizza and Wings,4646 Heritage Hills Boulevard,Mississauga,L5R 1Y3,43.5990632,-79.6601187,4,1,1,True,True,False,"Pizza, Restaurants",lQ9FkZcrsrzPB56Eeo-FNg
Foodoe's  Fish and Chips,1036 Kingston Road,Toronto,M4E 1T4,43.6808808,-79.2845966,4,0,2,True,False,False,"Restaurants, Fish & Chips",EmJ3HhIeYKBy2e9k_JaiXg
Front Street Foods,150 York Street,Toronto,M5J 2L5,43.6495643598,-79.3846458569,4,1,2,True,False,True,"Street Vendors, Farmers Market, Restaurants, Food, Burgers",s-S2xzhmyWw7TUDet7WBnQ
Loose Moose,146 Front Street West,Toronto,M5J 1G2,43.6452325,-79.383897,3.5,1,2,True,False,False,"American (Traditional), Canadian (New), Restaurants, Bars, Nightlife, Sports Bars, Gastropubs, Arts & Entertainment",4MQaqhBUJCpghGukSWNq7w
